Sat Jul 19 23:15:40 JST 2025
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/affy_probeset-ncbigene.tsv | grep -vP '^(\d{3,}(?:_[a-z])?_at)	(\d+)$' | head
  prefix:1007_s_at	  prefix:780
  prefix:11	  prefix:4886
  prefix:12	  prefix:4886
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/clinvar-medgen.tsv | grep -vP '^(VCV0*)?((\d{1,9}))	(CN?\d{4,7})$' | head
  prefix:2	  prefix:C3150901
  prefix:2	  prefix:C3661900
  prefix:3	  prefix:C3150901
  prefix:4	  prefix:C4551772
  prefix:5	  prefix:C4748791
  prefix:5	  prefix:C3661900
  prefix:5	  prefix:C2931891
  prefix:6	  prefix:C4748791
  prefix:214885	  prefix:C3661900
  prefix:214885	  prefix:C0950123
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/clinvar-mondo.tsv | grep -vP '^(VCV0*)?((\d{1,9}))	MONDO[:_](\d{7})$' | head
  prefix:2	  prefix:0013342
  prefix:3	  prefix:0013342
  prefix:4	  prefix:0033005
  prefix:5	  prefix:0032624
  prefix:5	  prefix:0009723
  prefix:6	  prefix:0032624
  prefix:214885	  prefix:0032625
  prefix:9	  prefix:0021001
  prefix:9	  prefix:0015356
  prefix:9	  prefix:0006507
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/clinvar-ncbigene.tsv | grep -vP '^(VCV0*)?((\d{1,9}))	(\d+)$' | head
  prefix:2	  prefix:9907
  prefix:3	  prefix:9907
  prefix:4	  prefix:9640
  prefix:5	  prefix:55572
  prefix:6	  prefix:55572
  prefix:214885	  prefix:80224
  prefix:9	  prefix:3077
  prefix:10	  prefix:3077
  prefix:11	  prefix:3077
  prefix:12	  prefix:3077
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/clinvar-omim_phenotype.tsv | grep -vP '^(VCV0*)?((\d{1,9}))	(?:O?MIM:)?(\d{6})$' | head
  prefix:2	  prefix:613647
  prefix:3	  prefix:613647
  prefix:4	  prefix:251300
  prefix:5	  prefix:618241
  prefix:5	  prefix:256000
  prefix:6	  prefix:618241
  prefix:214885	  prefix:618242
  prefix:9	  prefix:235200
  prefix:9	  prefix:PS235200
  prefix:10	  prefix:235200
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/clinvar-orphanet_phenotype.tsv | grep -vP '^(VCV0*)?((\d{1,9}))	(?:ORPHA|ORDO|Orphanet)[:_]([A-Z0-9]+)$' | head
  prefix:2	  prefix:306511
  prefix:3	  prefix:306511
  prefix:4	  prefix:2065
  prefix:4	  prefix:83472
  prefix:5	  prefix:506
  prefix:9	  prefix:139498
  prefix:9	  prefix:465508
  prefix:9	  prefix:140162
  prefix:9	  prefix:167848
  prefix:9	  prefix:79230
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/clinvar-uniprot.tsv | grep -vP '^(VCV0*)?((\d{1,9}))	(?:([A-NR-Z][0-9](?:[A-Z][A-Z0-9][A-Z0-9][0-9]){1,2}(?:-\d+)?)|([OPQ][0-9][A-Z0-9][A-Z0-9][A-Z0-9][0-9](?:-\d+)?)(?:\.\d+)?)$' | head
  prefix:4	  prefix:Q92610
  prefix:6	  prefix:Q96CU9
  prefix:214885	  prefix:Q8TB37
  prefix:9	  prefix:Q30201
  prefix:10	  prefix:Q30201
  prefix:11	  prefix:Q30201
  prefix:12	  prefix:Q30201
  prefix:13	  prefix:Q30201
  prefix:15	  prefix:Q30201
  prefix:16	  prefix:Q30201
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/cog-insdc.tsv | grep -vP '^(COG\d{4})	(?:insdc:)?([A-Z]\d{5}|[A-Z]{2}\d{6}|[A-Z]{4}\d{8}|[A-J][A-Z]{2}\d{5}|[A-Z]{4,}\d{9})(?:\.\d+)?$' | head
  prefix:COG0001	  prefix:AAM01497
  prefix:COG0001	  prefix:AAM04025
  prefix:COG0001	  prefix:BAF59160
  prefix:COG0001	  prefix:BAA81141
  prefix:COG0001	  prefix:BAA81311
  prefix:COG0001	  prefix:ABX12048
  prefix:COG0001	  prefix:ABX12386
  prefix:COG0001	  prefix:ABX12913
  prefix:COG0001	  prefix:ABX04500
  prefix:COG0001	  prefix:ABX05793
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/cog-refseq_protein.tsv | grep -vP '^(COG\d{4})	([ANXYWZ]P_\d+)(?:\.\d+)?$' | head
  prefix:COG0001	  prefix:NP_414696
  prefix:COG0001	  prefix:WP_010894749
  prefix:COG0001	  prefix:NP_230275
  prefix:COG0001	  prefix:NP_252666
  prefix:COG0001	  prefix:NP_252777
  prefix:COG0001	  prefix:NP_254210
  prefix:COG0001	  prefix:WP_010903735
  prefix:COG0001	  prefix:WP_005721785
  prefix:COG0001	  prefix:YP_207220
  prefix:COG0001	  prefix:NP_421933
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/doid-mesh.tsv | grep -vP '^DO(?:ID)?[:_](\d+)	([CD]\d{6,9})$' | head
  prefix:4	  prefix:D004194
  prefix:0040091	  prefix:D000081012
  prefix:0050699	  prefix:D057973
  prefix:0050884	  prefix:C566029
  prefix:0060233	  prefix:C535579
  prefix:0060235	  prefix:C535589
  prefix:0060240	  prefix:C563466
  prefix:0060247	  prefix:C564589
  prefix:0060294	  prefix:C536214
  prefix:0060297	  prefix:C565167
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/doid-ncit_disease.tsv | grep -vP '^DO(?:ID)?[:_](\d+)	NCIT?[:_](C\d+)$' | head
  prefix:4	  prefix:C2991
  prefix:0050699	  prefix:C123260
  prefix:0060235	  prefix:C114766
  prefix:0060350	  prefix:C121564
  prefix:0060462	  prefix:C124056
  prefix:0070039	  prefix:C133742
  prefix:0070221	  prefix:C84453
  prefix:0070540	  prefix:C174218
  prefix:0080130	  prefix:C129977
  prefix:0080164	  prefix:C84270
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/doid-omim_phenotype.tsv | grep -vP '^DO(?:ID)?[:_](\d+)	(?:O?MIM:)?(\d{6})$' | head
  prefix:0050628	  prefix:PS604348
  prefix:0050699	  prefix:300009
  prefix:0050699	  prefix:300555
  prefix:0050724	  prefix:614023
  prefix:0050883	  prefix:614559
  prefix:0050884	  prefix:615512
  prefix:0050885	  prefix:614732
  prefix:0050944	  prefix:614487
  prefix:0050982	  prefix:613908
  prefix:0050983	  prefix:614153
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/ensembl_gene-affy_probeset.tsv | grep -vP '^(?:(?:(ENS[A-Z]*G\d{11})(?:\.\d+)?)|(FBgn\d{7})|(?:(MGP_[A-Za-z0-9]+_G\d{7})(?:\.\d+)?)|(LRG_\d+)|(WBGene\d{8})|(Y[A-Z]{2}\d{3}[A-Z](?:-[A-Z])?)|(Q\d{4})|([A-Z]{3}\d{1,3}(?:-\d)?)|(snR\d+-?[A-Za-z]?)|(t[A-Z]\([ACGUX]{3}\)[A-Z]\d?))	(\d{3,}(?:_[a-z])?_at)$' | head
  prefix:ENSG00000198888	  prefix:1553551_s_at
  prefix:ENSG00000210100	  prefix:1553551_s_at
  prefix:ENSG00000210112	  prefix:1553551_s_at
  prefix:ENSG00000198763	  prefix:1553551_s_at
  prefix:ENSG00000198804	  prefix:1553538_s_at
  prefix:ENSG00000198804	  prefix:1553570_x_at
  prefix:ENSG00000198804	  prefix:1553569_at
  prefix:ENSG00000210154	  prefix:1553570_x_at
  prefix:ENSG00000210154	  prefix:1553567_s_at
  prefix:ENSG00000210154	  prefix:1553569_at
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/ensembl_gene-ensembl_protein.tsv | grep -vP '^(?:(?:(ENS[A-Z]*G\d{11})(?:\.\d+)?)|(FBgn\d{7})|(?:(MGP_[A-Za-z0-9]+_G\d{7})(?:\.\d+)?)|(LRG_\d+)|(WBGene\d{8})|(Y[A-Z]{2}\d{3}[A-Z](?:-[A-Z])?)|(Q\d{4})|([A-Z]{3}\d{1,3}(?:-\d)?)|(snR\d+-?[A-Za-z]?)|(t[A-Z]\([ACGUX]{3}\)[A-Z]\d?))	(?:(?:(ENS[A-Z]*P\d{11})(?:\.\d+)?)|(FBpp\d{7})|(?:(MGP_[A-Za-z0-9]+_P\d{7})(?:\.\d+)?)|(LRG_\d+p\d+(?:-\d)?)|((?:[A-Za-z0-9][A-Za-z0-9_]+)\.t?\d+[a-z]?(?:\.\d+)?)|(Y[A-Z]{2}\d{3}[A-Z](?:-[A-Z])?)|(Q\d{4}))$' | head
  prefix:ENSMFAG00000051772	  prefix:ENSMFAP00000040426
  prefix:ENSMFAG00000051772	  prefix:ENSMFAP00000040432
  prefix:ENSMFAG00000052137	  prefix:ENSMFAP00000043615
  prefix:ENSMFAG00000052137	  prefix:ENSMFAP00000043620
  prefix:ENSMFAG00000051716	  prefix:ENSMFAP00000046192
  prefix:ENSMFAG00000051686	  prefix:ENSMFAP00000046327
  prefix:ENSMFAG00000051788	  prefix:ENSMFAP00000046335
  prefix:ENSMFAG00000052150	  prefix:ENSMFAP00000046388
  prefix:ENSMFAG00000052113	  prefix:ENSMFAP00000046399
  prefix:ENSMFAG00000051607	  prefix:ENSMFAP00000046422
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/ensembl_gene-ensembl_transcript.tsv | grep -vP '^(?:(?:(ENS[A-Z]*G\d{11})(?:\.\d+)?)|(FBgn\d{7})|(?:(MGP_[A-Za-z0-9]+_G\d{7})(?:\.\d+)?)|(LRG_\d+)|(WBGene\d{8})|(Y[A-Z]{2}\d{3}[A-Z](?:-[A-Z])?)|(Q\d{4})|([A-Z]{3}\d{1,3}(?:-\d)?)|(snR\d+-?[A-Za-z]?)|(t[A-Z]\([ACGUX]{3}\)[A-Z]\d?))	(?:(?:(ENS[A-Z]*T\d{11})(?:\.\d+)?)|(FBtr\d{7})|(?:(MGP_[A-Za-z0-9]+_T\d{7})(?:\.\d+)?)|(LRG_\d+t\d+(?:-\d)?)|((?:[A-Za-z0-9][A-Za-z0-9_]+)\.t?\d+[a-z]?(?:\.\d+)?)|(Y[A-Z]{2}\d{3}[A-Z](?:-[A-Z])?(?:_[a-z]{1,3}RNA)?)|(Q\d{4}_[a-z]{1,3}RNA)|([A-Z]{3}\d{1,3}(?:-\d)?_[a-z]{1,3}RNA)|(snR\d+-?[A-Za-z]?_sno?RNA)|(t[A-Z]\([ACGUX]{3}\)[A-Z]\d?_tRNA))$' | head
  prefix:ENSMFAG00000052137	  prefix:ENSMFAT00000017905
  prefix:ENSMFAG00000052137	  prefix:ENSMFAT00000017910
  prefix:ENSMFAG00000052154	  prefix:ENSMFAT00000072279
  prefix:ENSMFAG00000051571	  prefix:ENSMFAT00000072346
  prefix:ENSMFAG00000051907	  prefix:ENSMFAT00000072376
  prefix:ENSMFAG00000051758	  prefix:ENSMFAT00000072436
  prefix:ENSMFAG00000052045	  prefix:ENSMFAT00000072441
  prefix:ENSMFAG00000051929	  prefix:ENSMFAT00000072523
  prefix:ENSMFAG00000051981	  prefix:ENSMFAT00000072545
  prefix:ENSMFAG00000052205	  prefix:ENSMFAT00000072592
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/ensembl_gene-hgnc.tsv | grep -vP '^(?:(?:(ENS[A-Z]*G\d{11})(?:\.\d+)?)|(FBgn\d{7})|(?:(MGP_[A-Za-z0-9]+_G\d{7})(?:\.\d+)?)|(LRG_\d+)|(WBGene\d{8})|(Y[A-Z]{2}\d{3}[A-Z](?:-[A-Z])?)|(Q\d{4})|([A-Z]{3}\d{1,3}(?:-\d)?)|(snR\d+-?[A-Za-z]?)|(t[A-Z]\([ACGUX]{3}\)[A-Z]\d?))	(?:(?:HGNC|hgnc):)?(\d{1,5})$' | head
  prefix:ENSG00000003756	  prefix:9902
  prefix:ENSG00000004478	  prefix:3720
  prefix:ENSG00000005022	  prefix:10991
  prefix:ENSG00000005243	  prefix:19356
  prefix:ENSG00000006016	  prefix:2364
  prefix:ENSG00000006194	  prefix:13056
  prefix:ENSG00000006327	  prefix:18152
  prefix:ENSG00000006377	  prefix:2919
  prefix:ENSG00000006606	  prefix:10625
  prefix:ENSG00000006704	  prefix:4661
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/ensembl_gene-ncbigene.tsv | grep -vP '^(?:(?:(ENS[A-Z]*G\d{11})(?:\.\d+)?)|(FBgn\d{7})|(?:(MGP_[A-Za-z0-9]+_G\d{7})(?:\.\d+)?)|(LRG_\d+)|(WBGene\d{8})|(Y[A-Z]{2}\d{3}[A-Z](?:-[A-Z])?)|(Q\d{4})|([A-Z]{3}\d{1,3}(?:-\d)?)|(snR\d+-?[A-Za-z]?)|(t[A-Z]\([ACGUX]{3}\)[A-Z]\d?))	(\d+)$' | head
  prefix:ENSMFAG00000051513	  prefix:123570847
  prefix:ENSMFAG00000051523	  prefix:102128955
  prefix:ENSMFAG00000051524	  prefix:123575426
  prefix:ENSMFAG00000051541	  prefix:135965417
  prefix:ENSMFAG00000051545	  prefix:102117419
  prefix:ENSMFAG00000051546	  prefix:123568176
  prefix:ENSMFAG00000051552	  prefix:123571215
  prefix:ENSMFAG00000051557	  prefix:123575425
  prefix:ENSMFAG00000051563	  prefix:123570986
  prefix:ENSMFAG00000051565	  prefix:123569291
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/ensembl_gene-uniprot.tsv | grep -vP '^(?:(?:(ENS[A-Z]*G\d{11})(?:\.\d+)?)|(FBgn\d{7})|(?:(MGP_[A-Za-z0-9]+_G\d{7})(?:\.\d+)?)|(LRG_\d+)|(WBGene\d{8})|(Y[A-Z]{2}\d{3}[A-Z](?:-[A-Z])?)|(Q\d{4})|([A-Z]{3}\d{1,3}(?:-\d)?)|(snR\d+-?[A-Za-z]?)|(t[A-Z]\([ACGUX]{3}\)[A-Z]\d?))	(?:([A-NR-Z][0-9](?:[A-Z][A-Z0-9][A-Z0-9][0-9]){1,2}(?:-\d+)?)|([OPQ][0-9][A-Z0-9][A-Z0-9][A-Z0-9][0-9](?:-\d+)?)(?:\.\d+)?)$' | head
  prefix:ENSMFAG00000051772	  prefix:A0A2K5WTG5
  prefix:ENSMFAG00000051772	  prefix:A0A2K5WTB7
  prefix:ENSMFAG00000052137	  prefix:A0A2K5X2E5
  prefix:ENSMFAG00000052137	  prefix:A0A2K5X2F0
  prefix:ENSMFAG00000051716	  prefix:A0A7N9C9E5
  prefix:ENSMFAG00000051686	  prefix:A0A7N9CDJ8
  prefix:ENSMFAG00000051788	  prefix:A0A7N9C988
  prefix:ENSMFAG00000052150	  prefix:A0A7N9CDP2
  prefix:ENSMFAG00000052113	  prefix:A0A7N9C9U6
  prefix:ENSMFAG00000051607	  prefix:A0A7N9CBQ2
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/ensembl_protein-ensembl_transcript.tsv | grep -vP '^(?:(?:(ENS[A-Z]*P\d{11})(?:\.\d+)?)|(FBpp\d{7})|(?:(MGP_[A-Za-z0-9]+_P\d{7})(?:\.\d+)?)|(LRG_\d+p\d+(?:-\d)?)|((?:[A-Za-z0-9][A-Za-z0-9_]+)\.t?\d+[a-z]?(?:\.\d+)?)|(Y[A-Z]{2}\d{3}[A-Z](?:-[A-Z])?)|(Q\d{4}))	(?:(?:(ENS[A-Z]*T\d{11})(?:\.\d+)?)|(FBtr\d{7})|(?:(MGP_[A-Za-z0-9]+_T\d{7})(?:\.\d+)?)|(LRG_\d+t\d+(?:-\d)?)|((?:[A-Za-z0-9][A-Za-z0-9_]+)\.t?\d+[a-z]?(?:\.\d+)?)|(Y[A-Z]{2}\d{3}[A-Z](?:-[A-Z])?(?:_[a-z]{1,3}RNA)?)|(Q\d{4}_[a-z]{1,3}RNA)|([A-Z]{3}\d{1,3}(?:-\d)?_[a-z]{1,3}RNA)|(snR\d+-?[A-Za-z]?_sno?RNA)|(t[A-Z]\([ACGUX]{3}\)[A-Z]\d?_tRNA))$' | head
  prefix:ENSMFAP00000040426	  prefix:ENSMFAT00000014694
  prefix:ENSMFAP00000040432	  prefix:ENSMFAT00000014700
  prefix:ENSMFAP00000043615	  prefix:ENSMFAT00000017905
  prefix:ENSMFAP00000043620	  prefix:ENSMFAT00000017910
  prefix:ENSMFAP00000046192	  prefix:ENSMFAT00000093247
  prefix:ENSMFAP00000046327	  prefix:ENSMFAT00000074813
  prefix:ENSMFAP00000046335	  prefix:ENSMFAT00000074661
  prefix:ENSMFAP00000046388	  prefix:ENSMFAT00000088659
  prefix:ENSMFAP00000046399	  prefix:ENSMFAT00000102312
  prefix:ENSMFAP00000046422	  prefix:ENSMFAT00000088165
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/ensembl_transcript-affy_probeset.tsv | grep -vP '^(?:(?:(ENS[A-Z]*T\d{11})(?:\.\d+)?)|(FBtr\d{7})|(?:(MGP_[A-Za-z0-9]+_T\d{7})(?:\.\d+)?)|(LRG_\d+t\d+(?:-\d)?)|((?:[A-Za-z0-9][A-Za-z0-9_]+)\.t?\d+[a-z]?(?:\.\d+)?)|(Y[A-Z]{2}\d{3}[A-Z](?:-[A-Z])?(?:_[a-z]{1,3}RNA)?)|(Q\d{4}_[a-z]{1,3}RNA)|([A-Z]{3}\d{1,3}(?:-\d)?_[a-z]{1,3}RNA)|(snR\d+-?[A-Za-z]?_sno?RNA)|(t[A-Z]\([ACGUX]{3}\)[A-Z]\d?_tRNA))	(\d{3,}(?:_[a-z])?_at)$' | head
  prefix:ENST00000361390	  prefix:1553551_s_at
  prefix:ENST00000387365	  prefix:1553551_s_at
  prefix:ENST00000387377	  prefix:1553551_s_at
  prefix:ENST00000361453	  prefix:1553551_s_at
  prefix:ENST00000361624	  prefix:1553538_s_at
  prefix:ENST00000361624	  prefix:1553570_x_at
  prefix:ENST00000361624	  prefix:1553569_at
  prefix:ENST00000387419	  prefix:1553570_x_at
  prefix:ENST00000387419	  prefix:1553567_s_at
  prefix:ENST00000387419	  prefix:1553569_at
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/ensembl_transcript-go.tsv | grep -vP '^(?:(?:(ENS[A-Z]*T\d{11})(?:\.\d+)?)|(FBtr\d{7})|(?:(MGP_[A-Za-z0-9]+_T\d{7})(?:\.\d+)?)|(LRG_\d+t\d+(?:-\d)?)|((?:[A-Za-z0-9][A-Za-z0-9_]+)\.t?\d+[a-z]?(?:\.\d+)?)|(Y[A-Z]{2}\d{3}[A-Z](?:-[A-Z])?(?:_[a-z]{1,3}RNA)?)|(Q\d{4}_[a-z]{1,3}RNA)|([A-Z]{3}\d{1,3}(?:-\d)?_[a-z]{1,3}RNA)|(snR\d+-?[A-Za-z]?_sno?RNA)|(t[A-Z]\([ACGUX]{3}\)[A-Z]\d?_tRNA))	GO[:_](\d{7})$' | head
  prefix:ENSMFAT00000017905	  prefix:0004497
  prefix:ENSMFAT00000017905	  prefix:0005506
  prefix:ENSMFAT00000017905	  prefix:0016020
  prefix:ENSMFAT00000017905	  prefix:0016705
  prefix:ENSMFAT00000017905	  prefix:0019369
  prefix:ENSMFAT00000017905	  prefix:0020037
  prefix:ENSMFAT00000017905	  prefix:0046872
  prefix:ENSMFAT00000017905	  prefix:0042361
  prefix:ENSMFAT00000017905	  prefix:0042376
  prefix:ENSMFAT00000017910	  prefix:0004497
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/ensembl_transcript-hgnc.tsv | grep -vP '^(?:(?:(ENS[A-Z]*T\d{11})(?:\.\d+)?)|(FBtr\d{7})|(?:(MGP_[A-Za-z0-9]+_T\d{7})(?:\.\d+)?)|(LRG_\d+t\d+(?:-\d)?)|((?:[A-Za-z0-9][A-Za-z0-9_]+)\.t?\d+[a-z]?(?:\.\d+)?)|(Y[A-Z]{2}\d{3}[A-Z](?:-[A-Z])?(?:_[a-z]{1,3}RNA)?)|(Q\d{4}_[a-z]{1,3}RNA)|([A-Z]{3}\d{1,3}(?:-\d)?_[a-z]{1,3}RNA)|(snR\d+-?[A-Za-z]?_sno?RNA)|(t[A-Z]\([ACGUX]{3}\)[A-Z]\d?_tRNA))	(?:(?:HGNC|hgnc):)?(\d{1,5})$' | head
  prefix:ENST00000005180	  prefix:10625
  prefix:ENST00000322165	  prefix:23316
  prefix:ENST00000394905	  prefix:10625
  prefix:ENST00000553476	  prefix:23316
  prefix:ENST00000554150	  prefix:23316
  prefix:ENST00000554155	  prefix:23316
  prefix:ENST00000554643	  prefix:23316
  prefix:ENST00000555159	  prefix:23316
  prefix:ENST00000555805	  prefix:23316
  prefix:ENST00000556481	  prefix:23316
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/ensembl_transcript-refseq_rna.tsv | grep -vP '^(?:(?:(ENS[A-Z]*T\d{11})(?:\.\d+)?)|(FBtr\d{7})|(?:(MGP_[A-Za-z0-9]+_T\d{7})(?:\.\d+)?)|(LRG_\d+t\d+(?:-\d)?)|((?:[A-Za-z0-9][A-Za-z0-9_]+)\.t?\d+[a-z]?(?:\.\d+)?)|(Y[A-Z]{2}\d{3}[A-Z](?:-[A-Z])?(?:_[a-z]{1,3}RNA)?)|(Q\d{4}_[a-z]{1,3}RNA)|([A-Z]{3}\d{1,3}(?:-\d)?_[a-z]{1,3}RNA)|(snR\d+-?[A-Za-z]?_sno?RNA)|(t[A-Z]\([ACGUX]{3}\)[A-Z]\d?_tRNA))	((?:NM|NR|XM|XR)_\d+)(?:\.\d+)?$' | head
  prefix:ENSMFAT00000072545	  prefix:XM_045393324
  prefix:ENSMFAT00000072545	  prefix:XM_045393315
  prefix:ENSMFAT00000073653	  prefix:XM_005539541
  prefix:ENSMFAT00000074833	  prefix:XM_065547242
  prefix:ENSMFAT00000076834	  prefix:XM_065518711
  prefix:ENSMFAT00000076834	  prefix:XM_065518709
  prefix:ENSMFAT00000076834	  prefix:XM_065518708
  prefix:ENSMFAT00000076834	  prefix:XM_065518712
  prefix:ENSMFAT00000076834	  prefix:XM_065518710
  prefix:ENSMFAT00000076888	  prefix:XM_045388557
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/flybase_gene-flybase_transcript.tsv | grep -vP '^(FBgn\d{7})	(FBtr\d{7})$' | head
  prefix:FBgn0000003	  prefix:FBtr0081624
  prefix:FBgn0000008	  prefix:FBtr0071763
  prefix:FBgn0000008	  prefix:FBtr0071764
  prefix:FBgn0000008	  prefix:FBtr0100521
  prefix:FBgn0000008	  prefix:FBtr0342981
  prefix:FBgn0000014	  prefix:FBtr0083387
  prefix:FBgn0000014	  prefix:FBtr0083388
  prefix:FBgn0000014	  prefix:FBtr0300485
  prefix:FBgn0000014	  prefix:FBtr0306337
  prefix:FBgn0000015	  prefix:FBtr0083381
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/flybase_transcript-flybase_protein.tsv | grep -vP '^(FBtr\d{7})	(FBpp\d{7})$' | head
  prefix:FBtr0071763	  prefix:FBpp0071677
  prefix:FBtr0071764	  prefix:FBpp0071678
  prefix:FBtr0100521	  prefix:FBpp0099961
  prefix:FBtr0342981	  prefix:FBpp0309745
  prefix:FBtr0083387	  prefix:FBpp0082828
  prefix:FBtr0083388	  prefix:FBpp0082829
  prefix:FBtr0300485	  prefix:FBpp0289712
  prefix:FBtr0306337	  prefix:FBpp0297433
  prefix:FBtr0083381	  prefix:FBpp0082823
  prefix:FBtr0083382	  prefix:FBpp0082824
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/gea-bioproject.tsv | grep -vP '^(E-GEAD-\d+)	(PRJ[DEN][A-Z]\d+)$' | head
  prefix:E-GEAD-446	  prefix:PRJDB12043
  prefix:E-GEAD-519	  prefix:PRJDB13969
  prefix:E-GEAD-328	  prefix:PRJDB8815
  prefix:E-GEAD-349	  prefix:PRJDB9278
  prefix:E-GEAD-284	  prefix:PRJDB7534
  prefix:E-GEAD-448	  prefix:PRJDB12109
  prefix:E-GEAD-460	  prefix:PRJDB12561
  prefix:E-GEAD-348	  prefix:PRJDB9278
  prefix:E-GEAD-344	  prefix:PRJDB9416
  prefix:E-GEAD-385	  prefix:PRJDB9675
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/gea-biosample.tsv | grep -vP '^(E-GEAD-\d+)	(SAM[NED]\w?\d+)$' | head
  prefix:E-GEAD-313	  prefix:SAMD00167546
  prefix:E-GEAD-312	  prefix:SAMD00167335
  prefix:E-GEAD-308	  prefix:SAMD00145233
  prefix:E-GEAD-308	  prefix:SAMD00145440
  prefix:E-GEAD-307	  prefix:SAMD00161155
  prefix:E-GEAD-308	  prefix:SAMD00145793
  prefix:E-GEAD-307	  prefix:SAMD00161086
  prefix:E-GEAD-378	  prefix:SAMD00229721
  prefix:E-GEAD-312	  prefix:SAMD00167285
  prefix:E-GEAD-313	  prefix:SAMD00167671
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/glycomotif-glytoucan.tsv | grep -vP '^(?:GM\.)?(G[0-9]{5}[A-Z]{2})	(G[0-9]{5}[A-Z]{2})$' | head
  prefix:G64227KZ	  prefix:G64227KZ
  prefix:G64227KZ	  prefix:G20009FG
  prefix:G64227KZ	  prefix:G87564QI
  prefix:G64227KZ	  prefix:G73287UF
  prefix:G64227KZ	  prefix:G81242ZT
  prefix:G64227KZ	  prefix:G42426DS
  prefix:G14091MR	  prefix:G14091MR
  prefix:G00552RX	  prefix:G00552RX
  prefix:G18625KA	  prefix:G18625KA
  prefix:G54733XO	  prefix:G54733XO
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/glytoucan-doid.tsv | grep -vP '^(G[0-9]{5}[A-Z]{2})	DO(?:ID)?[:_](\d+)$' | head
  prefix:G00031MO	  prefix:0060050
  prefix:G00033MO	  prefix:0111230
  prefix:G00035MO	  prefix:1520
  prefix:G00035MO	  prefix:1793
  prefix:G00035MO	  prefix:219
  prefix:G00035MO	  prefix:4905
  prefix:G00049MO	  prefix:0080414
  prefix:G00049MO	  prefix:0081180
  prefix:G00055MO	  prefix:0050560
  prefix:G00055MO	  prefix:0050588
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/glytoucan-ncbigene.tsv | grep -vP '^(G[0-9]{5}[A-Z]{2})	(\d+)$' | head
  prefix:G00056MO	  prefix:2523
  prefix:G00055MO	  prefix:2523
  prefix:G11042HO	  prefix:2523
  prefix:G17173XA	  prefix:2523
  prefix:G00055MO	  prefix:2524
  prefix:G00056MO	  prefix:2524
  prefix:G11042HO	  prefix:2524
  prefix:G11647UD	  prefix:2524
  prefix:G19749DC	  prefix:2524
  prefix:G17173XA	  prefix:2524
awk -F '	' '{print "  prefix:" $1 "	" "  prefix:" $2}' output/tsv/glytoucan-uniprot-TIO_000060.tsv | grep -vP '^(G[0-9]{5}[A-Z]{2})	(?:([A-NR-Z][0-9](?:[A-Z][A-Z0-9][A-Z0-9][0-9]){1,2}(?:-\d+)?)|([OPQ][0-9][A-Z0-9][A-Z0-9][A-Z0-9][0-9](?:-\d+)?)(?:\.\d+)?)$' | head
  prefix:G49108TO	  prefix:P0DMM9
  prefix:G49108TO	  prefix:P0DMN0
  prefix:G49108TO	  prefix:P0DMR3
  prefix:G49108TO	  prefix:P0DMU9
  prefix:G49108TO	  prefix:P0DMV8
